State,Crime_Type,Year,Cases,unemployment_rate,poverty_rate,per_capita_income,inflation_rate,population_density,gender_ratio,literacy_rate,youth_population_percent,urbanization_rate,human_development_index,police_stations_per_district,conviction_rate,police_personnel_per_100k,alcohol_consumption_per_capita
Lakshadweep,Burglary,2012,0,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Dacoity,2012,2,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Dowry Deaths,2012,0,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Kidnapping & Abduction,2012,6,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Murder,2012,0,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Rape,2012,1,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Riots,2012,22,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Robbery,2012,0,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Theft,2012,9,5.48,25.7,26492.09,4.85,10,850,57.23,21.78,32.4,0.65,9,33.1,107,2.44
Lakshadweep,Burglary,2013,0,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Dacoity,2013,13,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Dowry Deaths,2013,22,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Kidnapping & Abduction,2013,0,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Murder,2013,4,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Rape,2013,1,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Riots,2013,0,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Robbery,2013,15,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Theft,2013,23,6.1,27.83,26821.52,3.87,10,855,57.39,22.76,35.8,0.636,7,31.2,98,2.31
Lakshadweep,Burglary,2014,19,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Dacoity,2014,4,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Dowry Deaths,2014,16,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Kidnapping & Abduction,2014,9,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Murder,2014,17,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Rape,2014,9,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Riots,2014,0,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Robbery,2014,11,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Theft,2014,82,4.67,26.93,27386.26,5.25,10,855,57.66,25.74,33.2,0.637,8,37.3,110,2.44
Lakshadweep,Burglary,2015,9,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Dacoity,2015,0,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Dowry Deaths,2015,0,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Kidnapping & Abduction,2015,0,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Murder,2015,0,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Rape,2015,6,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Riots,2015,6,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Robbery,2015,0,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Theft,2015,102,4.82,26.72,27762.76,3.87,10,850,57.83,25.72,37.6,0.648,9,35.4,109,2.54
Lakshadweep,Burglary,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Dacoity,2016,10,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Dowry Deaths,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Kidnapping & Abduction,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Murder,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Rape,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Riots,2016,0,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Robbery,2016,29,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Theft,2016,74,3.64,24.97,28280.43,6.49,10,850,58.08,25.7,35.0,0.649,8,28.5,95,2.76
Lakshadweep,Burglary,2017,0,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Dacoity,2017,1,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Dowry Deaths,2017,0,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Kidnapping & Abduction,2017,0,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Murder,2017,5,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Rape,2017,15,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Riots,2017,24,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Robbery,2017,0,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Theft,2017,8,4.72,26.56,28751.05,6.53,10,850,58.3,20.68,35.4,0.647,5,35.6,104,2.54
Lakshadweep,Burglary,2018,0,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Dacoity,2018,0,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Dowry Deaths,2018,0,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Kidnapping & Abduction,2018,5,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Murder,2018,3,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Rape,2018,0,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Riots,2018,20,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Robbery,2018,0,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Theft,2018,42,5.21,23.64,28986.36,4.63,10,850,58.41,21.66,33.8,0.662,5,31.7,104,2.81
Lakshadweep,Burglary,2019,20,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Dacoity,2019,6,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Dowry Deaths,2019,0,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Kidnapping & Abduction,2019,5,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Murder,2019,7,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Rape,2019,13,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Riots,2019,0,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Robbery,2019,0,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Theft,2019,51,5.85,27.69,29551.1,2.0,10,852,58.68,21.64,36.2,0.676,6,37.8,118,2.5
Lakshadweep,Burglary,2020,8,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Dacoity,2020,0,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Dowry Deaths,2020,4,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Kidnapping & Abduction,2020,11,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Murder,2020,0,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Rape,2020,10,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Riots,2020,0,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Robbery,2020,0,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Theft,2020,83,6.5,26.88,30068.78,6.96,10,850,58.93,21.62,37.6,0.693,9,36.9,112,2.83
Lakshadweep,Burglary,2021,3,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Dacoity,2021,0,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Dowry Deaths,2021,0,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Kidnapping & Abduction,2021,2,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Murder,2021,0,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Rape,2021,0,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Riots,2021,10,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Robbery,2021,3,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Theft,2021,83,6.24,24.33,30445.27,4.06,10,852,59.1,24.6,39.0,0.662,6,36.0,111,2.55
Lakshadweep,Burglary,2022,0,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Dacoity,2022,1,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Dowry Deaths,2022,0,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Kidnapping & Abduction,2022,4,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Murder,2022,19,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Rape,2022,0,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Riots,2022,8,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Robbery,2022,0,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Lakshadweep,Theft,2022,87,6.14,26.29,30868.83,5.85,10,850,59.31,21.58,36.4,0.682,9,31.1,120,2.57
Madhya Pradesh,Burglary,2001,7303,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Dacoity,2001,90,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Dowry Deaths,2001,1240,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Kidnapping & Abduction,2001,6067,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Murder,2001,586,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Rape,2001,2795,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Riots,2001,1308,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Robbery,2001,1011,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Theft,2001,61966,5.96,26.52,92074.0,4.87,212,940,75.97,31.0,41.0,0.556,11,38.0,79,2.26
Madhya Pradesh,Burglary,2002,5298,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Dacoity,2002,79,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Dowry Deaths,2002,150,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Kidnapping & Abduction,2002,6193,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Murder,2002,1435,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Rape,2002,609,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Riots,2002,1562,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Robbery,2002,556,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Theft,2002,79496,6.02,22.26,89137.0,5.19,206,940,76.12,26.98,45.4,0.573,14,45.1,81,2.5
Madhya Pradesh,Burglary,2003,8570,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Dacoity,2003,241,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Dowry Deaths,2003,762,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Kidnapping & Abduction,2003,4543,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Murder,2003,0,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Rape,2003,2379,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Riots,2003,114,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Robbery,2003,1130,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Theft,2003,24060,5.73,24.17,87842.0,4.32,209,937,76.34,30.96,46.8,0.563,17,44.2,85,2.38
Madhya Pradesh,Burglary,2004,7612,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Dacoity,2004,51,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Dowry Deaths,2004,606,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Kidnapping & Abduction,2004,8027,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Murder,2004,959,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Rape,2004,3562,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Riots,2004,953,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Robbery,2004,1096,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Theft,2004,46426,6.5,23.8,95234.0,3.42,210,941,76.4,25.94,45.2,0.588,10,41.3,78,2.23
Madhya Pradesh,Burglary,2005,7771,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Dacoity,2005,153,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Dowry Deaths,2005,898,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Kidnapping & Abduction,2005,5675,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Murder,2005,575,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Rape,2005,1679,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Riots,2005,395,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Robbery,2005,1384,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Theft,2005,29690,4.84,22.79,91424.0,3.78,207,943,76.53,30.92,45.6,0.583,10,42.4,89,2.5
Madhya Pradesh,Burglary,2006,7992,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Dacoity,2006,41,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Dowry Deaths,2006,1837,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Kidnapping & Abduction,2006,6515,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Murder,2006,1170,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Rape,2006,3840,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Riots,2006,845,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Robbery,2006,1331,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Theft,2006,42885,6.88,21.65,89694.0,5.18,212,936,76.67,26.9,43.0,0.598,12,40.5,96,2.47
Madhya Pradesh,Burglary,2007,16362,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Dacoity,2007,78,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Dowry Deaths,2007,2758,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Kidnapping & Abduction,2007,5412,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Murder,2007,1604,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Rape,2007,4526,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Riots,2007,453,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Robbery,2007,0,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Theft,2007,27770,6.49,23.78,88428.0,5.89,208,937,76.89,26.88,44.4,0.577,12,44.6,88,2.46
Madhya Pradesh,Burglary,2008,4807,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Dacoity,2008,187,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Dowry Deaths,2008,2785,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Kidnapping & Abduction,2008,8520,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Murder,2008,3297,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Rape,2008,1615,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Riots,2008,1215,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Robbery,2008,3970,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Theft,2008,45930,6.3,22.38,90574.0,5.64,212,941,76.93,26.86,46.8,0.609,16,45.7,93,2.21
Madhya Pradesh,Burglary,2009,4991,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Dacoity,2009,106,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Dowry Deaths,2009,1667,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Kidnapping & Abduction,2009,8120,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Murder,2009,1043,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Rape,2009,3295,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Riots,2009,460,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Robbery,2009,904,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Theft,2009,163119,5.32,23.96,87213.0,4.26,211,937,77.1,28.84,45.2,0.611,15,43.8,91,2.64
Madhya Pradesh,Burglary,2010,10021,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Dacoity,2010,180,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Dowry Deaths,2010,262,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Kidnapping & Abduction,2010,8517,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Murder,2010,2646,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Rape,2010,6572,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Riots,2010,224,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Robbery,2010,204,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Theft,2010,26795,5.87,21.85,89468.0,5.46,203,939,77.24,29.82,48.6,0.622,16,46.9,86,2.43
Madhya Pradesh,Burglary,2011,16766,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Dacoity,2011,153,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Dowry Deaths,2011,1104,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Kidnapping & Abduction,2011,0,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Murder,2011,1052,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Rape,2011,7261,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Riots,2011,1026,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Robbery,2011,1389,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Theft,2011,9676,5.27,18.91,90649.0,5.0,212,937,77.38,28.8,49.0,0.63,13,42.0,93,2.64
Madhya Pradesh,Burglary,2012,5467,6.09,22.59,85345.0,6.22,203,944,77.48,26.78,47.4,0.609,11,47.1,106,2.56
Madhya Pradesh,Dacoity,2012,113,6.09,22.59,85345.0,6.22,203,944,77.48,26.78,47.4,0.609,11,47.1,106,2.56
