State,Crime_Type,Year,Cases
Karnataka,Robbery,2021,2486
Karnataka,Theft,2021,0
Karnataka,Burglary,2022,3141
Karnataka,Dacoity,2022,27
Karnataka,Dowry Deaths,2022,513
Karnataka,Kidnapping & Abduction,2022,6349
Karnataka,Murder,2022,1102
Karnataka,Rape,2022,2058
Karnataka,Riots,2022,116
Karnataka,Robbery,2022,540
Karnataka,Theft,2022,25240
Kerala,Burglary,2001,9138
Kerala,Dacoity,2001,14
Kerala,Dowry Deaths,2001,0
Kerala,Kidnapping & Abduction,2001,2149
Kerala,Murder,2001,249
Kerala,Rape,2001,1254
Kerala,Riots,2001,142
Kerala,Robbery,2001,237
Kerala,Theft,2001,44926
Kerala,Burglary,2002,7226
Kerala,Dacoity,2002,0
Kerala,Dowry Deaths,2002,72
Kerala,Kidnapping & Abduction,2002,1947
Kerala,Murder,2002,146
Kerala,Rape,2002,1069
Kerala,Riots,2002,53
Kerala,Robbery,2002,805
Kerala,Theft,2002,45932
Kerala,Burglary,2003,3510
Kerala,Dacoity,2003,22
Kerala,Dowry Deaths,2003,46
Kerala,Kidnapping & Abduction,2003,2217
Kerala,Murder,2003,411
Kerala,Rape,2003,682
Kerala,Riots,2003,205
Kerala,Robbery,2003,918
Kerala,Theft,2003,3875
Kerala,Burglary,2004,8118
Kerala,Dacoity,2004,10
Kerala,Dowry Deaths,2004,53
Kerala,Kidnapping & Abduction,2004,1690
Kerala,Murder,2004,160
Kerala,Rape,2004,666
Kerala,Riots,2004,98
Kerala,Robbery,2004,535
Kerala,Theft,2004,33639
Kerala,Burglary,2005,10778
Kerala,Dacoity,2005,5
Kerala,Dowry Deaths,2005,142
Kerala,Kidnapping & Abduction,2005,1975
Kerala,Murder,2005,202
Kerala,Rape,2005,623
Kerala,Riots,2005,248
Kerala,Robbery,2005,267
Kerala,Theft,2005,38894
Kerala,Burglary,2006,7079
Kerala,Dacoity,2006,6
Kerala,Dowry Deaths,2006,121
Kerala,Kidnapping & Abduction,2006,1287
Kerala,Murder,2006,240
Kerala,Rape,2006,471
Kerala,Riots,2006,216
Kerala,Robbery,2006,640
Kerala,Theft,2006,53848
Kerala,Burglary,2007,17913
Kerala,Dacoity,2007,0
Kerala,Dowry Deaths,2007,81
Kerala,Kidnapping & Abduction,2007,2085
Kerala,Murder,2007,284
Kerala,Rape,2007,1355
Kerala,Riots,2007,222
Kerala,Robbery,2007,828
Kerala,Theft,2007,25023
Kerala,Burglary,2008,9717
Kerala,Dacoity,2008,16
Kerala,Dowry Deaths,2008,112
Kerala,Kidnapping & Abduction,2008,852
Kerala,Murder,2008,329
Kerala,Rape,2008,1485
Kerala,Riots,2008,99
Kerala,Robbery,2008,859
Kerala,Theft,2008,23579
Kerala,Burglary,2009,12341
Kerala,Dacoity,2009,0
Kerala,Dowry Deaths,2009,116
Kerala,Kidnapping & Abduction,2009,1288
Kerala,Murder,2009,257
Kerala,Rape,2009,1379
Kerala,Riots,2009,108
Kerala,Robbery,2009,855
Kerala,Theft,2009,53757
Kerala,Burglary,2010,3112
Kerala,Dacoity,2010,25
Kerala,Dowry Deaths,2010,57
Kerala,Kidnapping & Abduction,2010,2599
Kerala,Murder,2010,107
Kerala,Rape,2010,1155
Kerala,Riots,2010,197
Kerala,Robbery,2010,722
Kerala,Theft,2010,30596
Kerala,Burglary,2011,10061
Kerala,Dacoity,2011,26
Kerala,Dowry Deaths,2011,49
Kerala,Kidnapping & Abduction,2011,2546
Kerala,Murder,2011,30
Kerala,Rape,2011,924
Kerala,Riots,2011,93
Kerala,Robbery,2011,692
Kerala,Theft,2011,26372
Kerala,Burglary,2012,11909
Kerala,Dacoity,2012,0
Kerala,Dowry Deaths,2012,66
Kerala,Kidnapping & Abduction,2012,806
Kerala,Murder,2012,204
Kerala,Rape,2012,326
Kerala,Riots,2012,171
Kerala,Robbery,2012,716
Kerala,Theft,2012,38908
Kerala,Burglary,2013,12321
Kerala,Dacoity,2013,19
Kerala,Dowry Deaths,2013,74
Kerala,Kidnapping & Abduction,2013,1309
Kerala,Murder,2013,149
Kerala,Rape,2013,703
Kerala,Riots,2013,171
Kerala,Robbery,2013,910
Kerala,Theft,2013,31226
Kerala,Burglary,2014,9746
Kerala,Dacoity,2014,0
Kerala,Dowry Deaths,2014,81
Kerala,Kidnapping & Abduction,2014,1708
Kerala,Murder,2014,283
Kerala,Rape,2014,1975
Kerala,Riots,2014,132
Kerala,Robbery,2014,852
Kerala,Theft,2014,34579
Kerala,Burglary,2015,9200
Kerala,Dacoity,2015,0
Kerala,Dowry Deaths,2015,94
Kerala,Kidnapping & Abduction,2015,3720
Kerala,Murder,2015,132
Kerala,Rape,2015,1276
Kerala,Riots,2015,252
Kerala,Robbery,2015,852
Kerala,Theft,2015,39114
Kerala,Burglary,2016,8734
Kerala,Dacoity,2016,13
Kerala,Dowry Deaths,2016,101
Kerala,Kidnapping & Abduction,2016,1052
Kerala,Murder,2016,287
Kerala,Rape,2016,157
Kerala,Riots,2016,155
Kerala,Robbery,2016,480
Kerala,Theft,2016,99864
Kerala,Burglary,2017,10944
Kerala,Dacoity,2017,2
Kerala,Dowry Deaths,2017,72
Kerala,Kidnapping & Abduction,2017,1385
Kerala,Murder,2017,135
Kerala,Rape,2017,1359
Kerala,Riots,2017,227
Kerala,Robbery,2017,723
Kerala,Theft,2017,33592
Kerala,Burglary,2018,11459
Kerala,Dacoity,2018,20
Kerala,Dowry Deaths,2018,84
Kerala,Kidnapping & Abduction,2018,2453
Kerala,Murder,2018,426
Kerala,Rape,2018,1232
Kerala,Riots,2018,212
Kerala,Robbery,2018,569
Kerala,Theft,2018,31943
Kerala,Burglary,2019,5985
Kerala,Dacoity,2019,12
Kerala,Dowry Deaths,2019,104
Kerala,Kidnapping & Abduction,2019,1195
Kerala,Murder,2019,243
Kerala,Rape,2019,724
Kerala,Riots,2019,76
Kerala,Robbery,2019,506
Kerala,Theft,2019,58424
Kerala,Burglary,2020,9775
Kerala,Dacoity,2020,26
Kerala,Dowry Deaths,2020,99
Kerala,Kidnapping & Abduction,2020,1924
Kerala,Murder,2020,76
Kerala,Rape,2020,603
Kerala,Riots,2020,296
Kerala,Robbery,2020,518
Kerala,Theft,2020,85499
Kerala,Burglary,2021,8015
Kerala,Dacoity,2021,6
Kerala,Dowry Deaths,2021,45
Kerala,Kidnapping & Abduction,2021,1571
Kerala,Murder,2021,163
Kerala,Rape,2021,1006
Kerala,Riots,2021,99
Kerala,Robbery,2021,691
Kerala,Theft,2021,35647
Kerala,Burglary,2022,6377
Kerala,Dacoity,2022,16
Kerala,Dowry Deaths,2022,98
Kerala,Kidnapping & Abduction,2022,1989
Kerala,Murder,2022,235
Kerala,Rape,2022,558
Kerala,Riots,2022,373
Kerala,Robbery,2022,77
Kerala,Theft,2022,32735
Lakshadweep,Burglary,2001,17
Lakshadweep,Dacoity,2001,2
Lakshadweep,Dowry Deaths,2001,0
Lakshadweep,Kidnapping & Abduction,2001,10
Lakshadweep,Murder,2001,8
Lakshadweep,Rape,2001,0
Lakshadweep,Riots,2001,0
Lakshadweep,Robbery,2001,0
Lakshadweep,Theft,2001,76
Lakshadweep,Burglary,2002,17
Lakshadweep,Dacoity,2002,0
Lakshadweep,Dowry Deaths,2002,3
Lakshadweep,Kidnapping & Abduction,2002,0
Lakshadweep,Murder,2002,0
Lakshadweep,Rape,2002,20
Lakshadweep,Riots,2002,12
Lakshadweep,Robbery,2002,0
Lakshadweep,Theft,2002,70
Lakshadweep,Burglary,2003,0
Lakshadweep,Dacoity,2003,1
Lakshadweep,Dowry Deaths,2003,15
Lakshadweep,Kidnapping & Abduction,2003,16
Lakshadweep,Murder,2003,13
Lakshadweep,Rape,2003,10
Lakshadweep,Riots,2003,0
Lakshadweep,Robbery,2003,0
Lakshadweep,Theft,2003,95
Lakshadweep,Burglary,2004,0
Lakshadweep,Dacoity,2004,0
Lakshadweep,Dowry Deaths,2004,0
Lakshadweep,Kidnapping & Abduction,2004,14
Lakshadweep,Murder,2004,0
Lakshadweep,Rape,2004,0
Lakshadweep,Riots,2004,3
Lakshadweep,Robbery,2004,4
Lakshadweep,Theft,2004,45
Lakshadweep,Burglary,2005,13
Lakshadweep,Dacoity,2005,0
Lakshadweep,Dowry Deaths,2005,8
Lakshadweep,Kidnapping & Abduction,2005,0
Lakshadweep,Murder,2005,0
Lakshadweep,Rape,2005,0
Lakshadweep,Riots,2005,0
Lakshadweep,Robbery,2005,5
Lakshadweep,Theft,2005,23
Lakshadweep,Burglary,2006,18
Lakshadweep,Dacoity,2006,0
Lakshadweep,Dowry Deaths,2006,0
Lakshadweep,Kidnapping & Abduction,2006,0
Lakshadweep,Murder,2006,0
Lakshadweep,Rape,2006,0
Lakshadweep,Riots,2006,0
Lakshadweep,Robbery,2006,7
Lakshadweep,Theft,2006,92
Lakshadweep,Burglary,2007,19
Lakshadweep,Dacoity,2007,0
Lakshadweep,Dowry Deaths,2007,3
Lakshadweep,Kidnapping & Abduction,2007,0
Lakshadweep,Murder,2007,6
Lakshadweep,Rape,2007,0
Lakshadweep,Riots,2007,0
Lakshadweep,Robbery,2007,0
Lakshadweep,Theft,2007,23
Lakshadweep,Burglary,2008,0
Lakshadweep,Dacoity,2008,0
Lakshadweep,Dowry Deaths,2008,6
Lakshadweep,Kidnapping & Abduction,2008,9
Lakshadweep,Murder,2008,0
Lakshadweep,Rape,2008,0
Lakshadweep,Riots,2008,0
Lakshadweep,Robbery,2008,5
Lakshadweep,Theft,2008,76
Lakshadweep,Burglary,2009,0
Lakshadweep,Dacoity,2009,0
Lakshadweep,Dowry Deaths,2009,0
Lakshadweep,Kidnapping & Abduction,2009,6
Lakshadweep,Murder,2009,0
Lakshadweep,Rape,2009,0
Lakshadweep,Riots,2009,3
Lakshadweep,Robbery,2009,0
Lakshadweep,Theft,2009,21
Lakshadweep,Burglary,2010,6
Lakshadweep,Dacoity,2010,5
Lakshadweep,Dowry Deaths,2010,0
Lakshadweep,Kidnapping & Abduction,2010,0
Lakshadweep,Murder,2010,0
Lakshadweep,Rape,2010,0
Lakshadweep,Riots,2010,0
Lakshadweep,Robbery,2010,0
Lakshadweep,Theft,2010,50
Lakshadweep,Burglary,2011,6
Lakshadweep,Dacoity,2011,0
Lakshadweep,Dowry Deaths,2011,0
Lakshadweep,Kidnapping & Abduction,2011,0
Lakshadweep,Murder,2011,0
Lakshadweep,Rape,2011,0
Lakshadweep,Riots,2011,0
Lakshadweep,Robbery,2011,0
Lakshadweep,Theft,2011,29
Lakshadweep,Burglary,2012,0
Lakshadweep,Dacoity,2012,2
Lakshadweep,Dowry Deaths,2012,0
Lakshadweep,Kidnapping & Abduction,2012,6
Lakshadweep,Murder,2012,0
Lakshadweep,Rape,2012,1
Lakshadweep,Riots,2012,22
Lakshadweep,Robbery,2012,0
Lakshadweep,Theft,2012,9
Lakshadweep,Burglary,2013,0
Lakshadweep,Dacoity,2013,13
Lakshadweep,Dowry Deaths,2013,22
Lakshadweep,Kidnapping & Abduction,2013,0
Lakshadweep,Murder,2013,4
Lakshadweep,Rape,2013,1
Lakshadweep,Riots,2013,0
Lakshadweep,Robbery,2013,15
Lakshadweep,Theft,2013,23
Lakshadweep,Burglary,2014,19
Lakshadweep,Dacoity,2014,4
Lakshadweep,Dowry Deaths,2014,16
Lakshadweep,Kidnapping & Abduction,2014,9
Lakshadweep,Murder,2014,17
Lakshadweep,Rape,2014,9
Lakshadweep,Riots,2014,0
Lakshadweep,Robbery,2014,11
Lakshadweep,Theft,2014,82
Lakshadweep,Burglary,2015,9
Lakshadweep,Dacoity,2015,0
Lakshadweep,Dowry Deaths,2015,0
Lakshadweep,Kidnapping & Abduction,2015,0
Lakshadweep,Murder,2015,0
Lakshadweep,Rape,2015,6
Lakshadweep,Riots,2015,6
Lakshadweep,Robbery,2015,0
Lakshadweep,Theft,2015,102
Lakshadweep,Burglary,2016,0
Lakshadweep,Dacoity,2016,10
Lakshadweep,Dowry Deaths,2016,0
Lakshadweep,Kidnapping & Abduction,2016,0
Lakshadweep,Murder,2016,0
Lakshadweep,Rape,2016,0
Lakshadweep,Riots,2016,0
Lakshadweep,Robbery,2016,29
Lakshadweep,Theft,2016,74
Lakshadweep,Burglary,2017,0
Lakshadweep,Dacoity,2017,1
Lakshadweep,Dowry Deaths,2017,0
Lakshadweep,Kidnapping & Abduction,2017,0
Lakshadweep,Murder,2017,5
Lakshadweep,Rape,2017,15
Lakshadweep,Riots,2017,24
Lakshadweep,Robbery,2017,0
Lakshadweep,Theft,2017,8
Lakshadweep,Burglary,2018,0
Lakshadweep,Dacoity,2018,0
Lakshadweep,Dowry Deaths,2018,0
Lakshadweep,Kidnapping & Abduction,2018,5
Lakshadweep,Murder,2018,3
Lakshadweep,Rape,2018,0
Lakshadweep,Riots,2018,20
Lakshadweep,Robbery,2018,0
Lakshadweep,Theft,2018,42
Lakshadweep,Burglary,2019,20
Lakshadweep,Dacoity,2019,6
Lakshadweep,Dowry Deaths,2019,0
Lakshadweep,Kidnapping & Abduction,2019,5
Lakshadweep,Murder,2019,7
Lakshadweep,Rape,2019,13
Lakshadweep,Riots,2019,0
Lakshadweep,Robbery,2019,0
Lakshadweep,Theft,2019,51
Lakshadweep,Burglary,2020,8
Lakshadweep,Dacoity,2020,0
Lakshadweep,Dowry Deaths,2020,4
Lakshadweep,Kidnapping & Abduction,2020,11
Lakshadweep,Murder,2020,0
Lakshadweep,Rape,2020,10
Lakshadweep,Riots,2020,0
Lakshadweep,Robbery,2020,0
Lakshadweep,Theft,2020,83
Lakshadweep,Burglary,2021,3
Lakshadweep,Dacoity,2021,0
Lakshadweep,Dowry Deaths,2021,0
Lakshadweep,Kidnapping & Abduction,2021,2
Lakshadweep,Murder,2021,0
Lakshadweep,Rape,2021,0
Lakshadweep,Riots,2021,10
Lakshadweep,Robbery,2021,3
Lakshadweep,Theft,2021,83
Lakshadweep,Burglary,2022,0
Lakshadweep,Dacoity,2022,1
Lakshadweep,Dowry Deaths,2022,0
Lakshadweep,Kidnapping & Abduction,2022,4
Lakshadweep,Murder,2022,19
Lakshadweep,Rape,2022,0
Lakshadweep,Riots,2022,8
Lakshadweep,Robbery,2022,0
Lakshadweep,Theft,2022,87
Madhya Pradesh,Burglary,2001,7303
Madhya Pradesh,Dacoity,2001,90
Madhya Pradesh,Dowry Deaths,2001,1240
Madhya Pradesh,Kidnapping & Abduction,2001,6067
Madhya Pradesh,Murder,2001,586
Madhya Pradesh,Rape,2001,2795
Madhya Pradesh,Riots,2001,1308
Madhya Pradesh,Robbery,2001,1011
Madhya Pradesh,Theft,2001,61966
Madhya Pradesh,Burglary,2002,5298
Madhya Pradesh,Dacoity,2002,79
Madhya Pradesh,Dowry Deaths,2002,150
Madhya Pradesh,Kidnapping & Abduction,2002,6193
Madhya Pradesh,Murder,2002,1435
Madhya Pradesh,Rape,2002,609
Madhya Pradesh,Riots,2002,1562
Madhya Pradesh,Robbery,2002,556
Madhya Pradesh,Theft,2002,79496
Madhya Pradesh,Burglary,2003,8570
Madhya Pradesh,Dacoity,2003,241
Madhya Pradesh,Dowry Deaths,2003,762
Madhya Pradesh,Kidnapping & Abduction,2003,4543
Madhya Pradesh,Murder,2003,0
Madhya Pradesh,Rape,2003,2379
Madhya Pradesh,Riots,2003,114
Madhya Pradesh,Robbery,2003,1130
Madhya Pradesh,Theft,2003,24060
Madhya Pradesh,Burglary,2004,7612
Madhya Pradesh,Dacoity,2004,51
Madhya Pradesh,Dowry Deaths,2004,606
Madhya Pradesh,Kidnapping & Abduction,2004,8027
Madhya Pradesh,Murder,2004,959
Madhya Pradesh,Rape,2004,3562
Madhya Pradesh,Riots,2004,953
Madhya Pradesh,Robbery,2004,1096
Madhya Pradesh,Theft,2004,46426
Madhya Pradesh,Burglary,2005,7771
Madhya Pradesh,Dacoity,2005,153
Madhya Pradesh,Dowry Deaths,2005,898
Madhya Pradesh,Kidnapping & Abduction,2005,5675
Madhya Pradesh,Murder,2005,575
Madhya Pradesh,Rape,2005,1679
Madhya Pradesh,Riots,2005,395
Madhya Pradesh,Robbery,2005,1384
Madhya Pradesh,Theft,2005,29690
Madhya Pradesh,Burglary,2006,7992
Madhya Pradesh,Dacoity,2006,41
Madhya Pradesh,Dowry Deaths,2006,1837
Madhya Pradesh,Kidnapping & Abduction,2006,6515
Madhya Pradesh,Murder,2006,1170
Madhya Pradesh,Rape,2006,3840
Madhya Pradesh,Riots,2006,845
Madhya Pradesh,Robbery,2006,1331
Madhya Pradesh,Theft,2006,42885
Madhya Pradesh,Burglary,2007,16362
Madhya Pradesh,Dacoity,2007,78
Madhya Pradesh,Dowry Deaths,2007,2758
Madhya Pradesh,Kidnapping & Abduction,2007,5412
Madhya Pradesh,Murder,2007,1604
Madhya Pradesh,Rape,2007,4526
Madhya Pradesh,Riots,2007,453
Madhya Pradesh,Robbery,2007,0
Madhya Pradesh,Theft,2007,27770
Madhya Pradesh,Burglary,2008,4807
Madhya Pradesh,Dacoity,2008,187
Madhya Pradesh,Dowry Deaths,2008,2785
Madhya Pradesh,Kidnapping & Abduction,2008,8520
Madhya Pradesh,Murder,2008,3297
Madhya Pradesh,Rape,2008,1615
Madhya Pradesh,Riots,2008,1215
Madhya Pradesh,Robbery,2008,3970
Madhya Pradesh,Theft,2008,45930
Madhya Pradesh,Burglary,2009,4991
Madhya Pradesh,Dacoity,2009,106
Madhya Pradesh,Dowry Deaths,2009,1667
Madhya Pradesh,Kidnapping & Abduction,2009,8120
Madhya Pradesh,Murder,2009,1043
Madhya Pradesh,Rape,2009,3295
Madhya Pradesh,Riots,2009,460
Madhya Pradesh,Robbery,2009,904
Madhya Pradesh,Theft,2009,163119
Madhya Pradesh,Burglary,2010,10021
Madhya Pradesh,Dacoity,2010,180
Madhya Pradesh,Dowry Deaths,2010,262
Madhya Pradesh,Kidnapping & Abduction,2010,8517
Madhya Pradesh,Murder,2010,2646
Madhya Pradesh,Rape,2010,6572
Madhya Pradesh,Riots,2010,224
Madhya Pradesh,Robbery,2010,204
Madhya Pradesh,Theft,2010,26795
Madhya Pradesh,Burglary,2011,16766
Madhya Pradesh,Dacoity,2011,153
Madhya Pradesh,Dowry Deaths,2011,1104
Madhya Pradesh,Kidnapping & Abduction,2011,0
Madhya Pradesh,Murder,2011,1052
Madhya Pradesh,Rape,2011,7261
Madhya Pradesh,Riots,2011,1026
Madhya Pradesh,Robbery,2011,1389
Madhya Pradesh,Theft,2011,9676
Madhya Pradesh,Burglary,2012,5467
Madhya Pradesh,Dacoity,2012,113
Madhya Pradesh,Dowry Deaths,2012,1488
Madhya Pradesh,Kidnapping & Abduction,2012,4759
Madhya Pradesh,Murder,2012,1715
Madhya Pradesh,Rape,2012,3031
Madhya Pradesh,Riots,2012,1085
Madhya Pradesh,Robbery,2012,1897
Madhya Pradesh,Theft,2012,75780
Madhya Pradesh,Burglary,2013,14415
Madhya Pradesh,Dacoity,2013,72
Madhya Pradesh,Dowry Deaths,2013,2013
Madhya Pradesh,Kidnapping & Abduction,2013,4009
Madhya Pradesh,Murder,2013,1776
Madhya Pradesh,Rape,2013,2043
Madhya Pradesh,Riots,2013,1007
Madhya Pradesh,Robbery,2013,1933
Madhya Pradesh,Theft,2013,14033
Madhya Pradesh,Burglary,2014,4645
Madhya Pradesh,Dacoity,2014,149
Madhya Pradesh,Dowry Deaths,2014,669
Madhya Pradesh,Kidnapping & Abduction,2014,2333
Madhya Pradesh,Murder,2014,1871
Madhya Pradesh,Rape,2014,5070
Madhya Pradesh,Riots,2014,1760
Madhya Pradesh,Robbery,2014,1384
Madhya Pradesh,Theft,2014,7399
Madhya Pradesh,Burglary,2015,1945
Madhya Pradesh,Dacoity,2015,115
Madhya Pradesh,Dowry Deaths,2015,2177
Madhya Pradesh,Kidnapping & Abduction,2015,8436
Madhya Pradesh,Murder,2015,772
Madhya Pradesh,Rape,2015,2371
Madhya Pradesh,Riots,2015,809
Madhya Pradesh,Robbery,2015,1475
Madhya Pradesh,Theft,2015,75347
Madhya Pradesh,Burglary,2016,7371
Madhya Pradesh,Dacoity,2016,65
Madhya Pradesh,Dowry Deaths,2016,1321
Madhya Pradesh,Kidnapping & Abduction,2016,3156
Madhya Pradesh,Murder,2016,507
Madhya Pradesh,Rape,2016,1452
Madhya Pradesh,Riots,2016,1401
Madhya Pradesh,Robbery,2016,1222
Madhya Pradesh,Theft,2016,23087
Madhya Pradesh,Burglary,2017,7896
Madhya Pradesh,Dacoity,2017,52
Madhya Pradesh,Dowry Deaths,2017,0
Madhya Pradesh,Kidnapping & Abduction,2017,2005
Madhya Pradesh,Murder,2017,1405
Madhya Pradesh,Rape,2017,7031
Madhya Pradesh,Riots,2017,1879
Madhya Pradesh,Robbery,2017,211
Madhya Pradesh,Theft,2017,25747
Madhya Pradesh,Burglary,2018,9622
Madhya Pradesh,Dacoity,2018,114
Madhya Pradesh,Dowry Deaths,2018,1067
Madhya Pradesh,Kidnapping & Abduction,2018,7510
Madhya Pradesh,Murder,2018,0
Madhya Pradesh,Rape,2018,850
Madhya Pradesh,Riots,2018,1578
Madhya Pradesh,Robbery,2018,545
Madhya Pradesh,Theft,2018,16067
Madhya Pradesh,Burglary,2019,5732
Madhya Pradesh,Dacoity,2019,92
Madhya Pradesh,Dowry Deaths,2019,583
Madhya Pradesh,Kidnapping & Abduction,2019,5810
Madhya Pradesh,Murder,2019,1297
Madhya Pradesh,Rape,2019,1328
Madhya Pradesh,Riots,2019,481
Madhya Pradesh,Robbery,2019,1642
Madhya Pradesh,Theft,2019,66417
Madhya Pradesh,Burglary,2020,16787
Madhya Pradesh,Dacoity,2020,169
Madhya Pradesh,Dowry Deaths,2020,890
Madhya Pradesh,Kidnapping & Abduction,2020,4822
Madhya Pradesh,Murder,2020,1809
Madhya Pradesh,Rape,2020,2755
Madhya Pradesh,Riots,2020,0
Madhya Pradesh,Robbery,2020,1062
Madhya Pradesh,Theft,2020,157416
Madhya Pradesh,Burglary,2021,3455
Madhya Pradesh,Dacoity,2021,51
Madhya Pradesh,Dowry Deaths,2021,1003
Madhya Pradesh,Kidnapping & Abduction,2021,0
Madhya Pradesh,Murder,2021,1432
Madhya Pradesh,Rape,2021,4644
Madhya Pradesh,Riots,2021,1412
Madhya Pradesh,Robbery,2021,1085
Madhya Pradesh,Theft,2021,46086
Madhya Pradesh,Burglary,2022,3550
Madhya Pradesh,Dacoity,2022,242
Madhya Pradesh,Dowry Deaths,2022,1406
Madhya Pradesh,Kidnapping & Abduction,2022,7698
Madhya Pradesh,Murder,2022,520
Madhya Pradesh,Rape,2022,4658
Madhya Pradesh,Riots,2022,0
Madhya Pradesh,Robbery,2022,1190
Madhya Pradesh,Theft,2022,46250
Maharashtra,Burglary,2001,16428
Maharashtra,Dacoity,2001,68
Maharashtra,Dowry Deaths,2001,416
Maharashtra,Kidnapping & Abduction,2001,5832
Maharashtra,Murder,2001,953
Maharashtra,Rape,2001,2191
Maharashtra,Riots,2001,321
Maharashtra,Robbery,2001,1170
Maharashtra,Theft,2001,53291
Maharashtra,Burglary,2002,7296
Maharashtra,Dacoity,2002,72
Maharashtra,Dowry Deaths,2002,1350
Maharashtra,Kidnapping & Abduction,2002,4032
Maharashtra,Murder,2002,588
Maharashtra,Rape,2002,2477
Maharashtra,Riots,2002,1293
Maharashtra,Robbery,2002,3168
Maharashtra,Theft,2002,31307
Maharashtra,Burglary,2003,5810
Maharashtra,Dacoity,2003,27
Maharashtra,Dowry Deaths,2003,1069
Maharashtra,Kidnapping & Abduction,2003,8647
Maharashtra,Murder,2003,1421
Maharashtra,Rape,2003,203
Maharashtra,Riots,2003,2376
Maharashtra,Robbery,2003,327
Maharashtra,Theft,2003,56691
Maharashtra,Burglary,2004,11677
Maharashtra,Dacoity,2004,46
Maharashtra,Dowry Deaths,2004,1472
Maharashtra,Kidnapping & Abduction,2004,8506
Maharashtra,Murder,2004,1396
Maharashtra,Rape,2004,1517
Maharashtra,Riots,2004,907
Maharashtra,Robbery,2004,2642
Maharashtra,Theft,2004,29759
Maharashtra,Burglary,2005,91
Maharashtra,Dacoity,2005,22
Maharashtra,Dowry Deaths,2005,1059
Maharashtra,Kidnapping & Abduction,2005,8638
Maharashtra,Murder,2005,865
Maharashtra,Rape,2005,976
Maharashtra,Riots,2005,678
Maharashtra,Robbery,2005,1490
Maharashtra,Theft,2005,14368
Maharashtra,Burglary,2006,0
Maharashtra,Dacoity,2006,54
Maharashtra,Dowry Deaths,2006,1076
Maharashtra,Kidnapping & Abduction,2006,18233
Maharashtra,Murder,2006,2866
Maharashtra,Rape,2006,483
Maharashtra,Riots,2006,1547
Maharashtra,Robbery,2006,2147
Maharashtra,Theft,2006,33641
Maharashtra,Burglary,2007,7418
Maharashtra,Dacoity,2007,80
Maharashtra,Dowry Deaths,2007,307
Maharashtra,Kidnapping & Abduction,2007,2620
Maharashtra,Murder,2007,1528
Maharashtra,Rape,2007,2123
Maharashtra,Riots,2007,3235
Maharashtra,Robbery,2007,1106
Maharashtra,Theft,2007,51112
Maharashtra,Burglary,2008,12349
Maharashtra,Dacoity,2008,0
Maharashtra,Dowry Deaths,2008,905
Maharashtra,Kidnapping & Abduction,2008,5295
Maharashtra,Murder,2008,1868
Maharashtra,Rape,2008,1687
Maharashtra,Riots,2008,1744
Maharashtra,Robbery,2008,1517
Maharashtra,Theft,2008,0
Maharashtra,Burglary,2009,633
Maharashtra,Dacoity,2009,47
Maharashtra,Dowry Deaths,2009,27
Maharashtra,Kidnapping & Abduction,2009,8245
Maharashtra,Murder,2009,0
Maharashtra,Rape,2009,1537
Maharashtra,Riots,2009,524
Maharashtra,Robbery,2009,998
Maharashtra,Theft,2009,4885
Maharashtra,Burglary,2010,8648
Maharashtra,Dacoity,2010,0
Maharashtra,Dowry Deaths,2010,1427
Maharashtra,Kidnapping & Abduction,2010,7344
Maharashtra,Murder,2010,2298
Maharashtra,Rape,2010,861
Maharashtra,Riots,2010,1279
Maharashtra,Robbery,2010,2261
Maharashtra,Theft,2010,25050
Maharashtra,Burglary,2011,7488
Maharashtra,Dacoity,2011,65
Maharashtra,Dowry Deaths,2011,0
Maharashtra,Kidnapping & Abduction,2011,5846
Maharashtra,Murder,2011,684
Maharashtra,Rape,2011,0
Maharashtra,Riots,2011,1364
Maharashtra,Robbery,2011,1262
Maharashtra,Theft,2011,22421
Maharashtra,Burglary,2012,5457
Maharashtra,Dacoity,2012,0
Maharashtra,Dowry Deaths,2012,1729
Maharashtra,Kidnapping & Abduction,2012,7525
Maharashtra,Murder,2012,728
Maharashtra,Rape,2012,406
Maharashtra,Riots,2012,1701
Maharashtra,Robbery,2012,528
Maharashtra,Theft,2012,3044
Maharashtra,Burglary,2013,10705
Maharashtra,Dacoity,2013,53
Maharashtra,Dowry Deaths,2013,1372
Maharashtra,Kidnapping & Abduction,2013,1063
Maharashtra,Murder,2013,1581
Maharashtra,Rape,2013,1662
Maharashtra,Riots,2013,2106
Maharashtra,Robbery,2013,1604
Maharashtra,Theft,2013,53450
Maharashtra,Burglary,2014,4948
Maharashtra,Dacoity,2014,101
Maharashtra,Dowry Deaths,2014,1696
Maharashtra,Kidnapping & Abduction,2014,3605
Maharashtra,Murder,2014,1960
Maharashtra,Rape,2014,1463
Maharashtra,Riots,2014,2314
Maharashtra,Robbery,2014,3311
Maharashtra,Theft,2014,64629
Maharashtra,Burglary,2015,8877
Maharashtra,Dacoity,2015,42
Maharashtra,Dowry Deaths,2015,1881
Maharashtra,Kidnapping & Abduction,2015,8472
Maharashtra,Murder,2015,364
Maharashtra,Rape,2015,1406
Maharashtra,Riots,2015,841
Maharashtra,Robbery,2015,2246
Maharashtra,Theft,2015,27883
Maharashtra,Burglary,2016,7332
Maharashtra,Dacoity,2016,54
